,id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,room_number,atticExists,basementExists,hasSwimmingPool,parking intérieur,parking extérieur,short_id,company_name,mètres carrés,commune
1081,9003290,apartment,apartment,340000,for sale,1000,xl,usa hyper equipped,1930.0,as new,gas,2.0,False,True,False,0.0,0.0,214909,noa  real estate,115,Bruxelles
1082,8922659,apartment,apartment,330000,for sale,8400,xl,installed,1962.0,just renovated,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,96,Ostende
1083,8504734,apartment,apartment,334000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,104,Bruxelles
1084,8504729,apartment,apartment,337000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,100,Bruxelles
1085,8504732,apartment,apartment,342000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,106,Bruxelles
1086,8323494,apartment,apartment,329000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,95,Bruxelles
1087,8910232,apartment,apartment,335000,for sale,1070,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,1.0,0.0,1942392,bathim &amp; co,125,Anderlecht
1088,8504730,apartment,apartment,352000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,106,Bruxelles
1089,8747376,apartment,apartment,350000,for sale,1410,xl,installed,1958.0,good,gas,3.0,False,False,False,0.0,1.0,2969481,op - office des propriétaires,130,Waterloo
1090,9015469,apartment,apartment,350000,for sale,2018,xl,installed,1970.0,just renovated,gas,1.0,False,False,False,0.0,0.0,348077,trevi gent,110,Anvers
1091,8943445,apartment,apartment,345000,for sale,2110,xl,semi equipped,2010.0,good,gas,3.0,False,True,False,2.0,0.0,946322,immo kolum bvba,116,Wijnegem
1092,8323514,apartment,apartment,347400,for sale,1000,xl,hyper equipped,2019.0,as new,gas,1.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,75,Bruxelles
1094,8931964,apartment,apartment,360000,for sale,1050,xl,installed,1958.0,good,gas,2.0,False,True,False,0.0,0.0,214909,noa  real estate,103,Ixelles
1095,8504728,apartment,apartment,351000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,100,Bruxelles
1096,9005058,apartment,apartment,390000,for sale,1050,xl,installed,1930.0,good,gas,2.0,False,False,False,0.0,0.0,2727704,argayon immo,120,Ixelles
1097,9024815,apartment,duplex,390000,for sale,1090,xl,installed,1930.0,to renovate,gas,4.0,False,False,False,0.0,0.0,76092,immo balcaen,220,Jette
1098,8323509,apartment,apartment,395200,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,97,Bruxelles
1099,9022609,apartment,duplex,378420,for sale,1070,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,1.0,1.0,2575488,we invest real estate,133,Anderlecht
1100,8854465,apartment,apartment,385000,for sale,1050,xl,usa hyper equipped,1962.0,good,gas,1.0,False,True,False,0.0,0.0,2575488,we invest real estate,72,Ixelles
1101,8935813,apartment,penthouse,385000,for sale,4000,xl,installed,2001.0,good,electric,3.0,False,True,False,0.0,0.0,999811,engel &amp; völkers liège,145,Li%C3%A8ge
1102,8323503,apartment,apartment,370000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,97,Bruxelles
1103,9019045,apartment,apartment,395000,for sale,1030,xl,hyper equipped,1945.0,good,gas,3.0,False,True,False,0.0,0.0,2575488,we invest real estate,160,Schaerbeek
1104,8992811,apartment,apartment,435000,for sale,1050,xl,hyper equipped,1950.0,good,fueloil,2.0,False,True,False,0.0,0.0,2352,latour et petit vente,115,Ixelles
1105,8827924,apartment,duplex,400000,for sale,1850,xl,hyper equipped,2003.0,good,gas,3.0,False,True,False,0.0,0.0,1549447,era immo-toye,185,Grimbergen
1106,8850631,apartment,apartment,410000,for sale,1050,xl,usa hyper equipped,2020.0,just renovated,gas,1.0,False,True,False,1.0,0.0,2237559,montois immobilier,70,Ixelles
1107,8929872,apartment,apartment,435000,for sale,1050,xl,usa hyper equipped,1998.0,just renovated,gas,2.0,False,True,False,0.0,0.0,2161,rainbow properties,108,Ixelles
1109,8824221,apartment,apartment,430000,for sale,8300,xl,usa hyper equipped,1990.0,as new,gas,2.0,False,False,False,0.0,0.0,2176092,christophe colpaert exclusive properties,70,Knokke-Heist
1110,9002207,apartment,duplex,398500,for sale,1853,xl,hyper equipped,2012.0,good,gas,4.0,False,True,False,0.0,0.0,1549447,era immo-toye,173,Strombeek-Bever
1112,8786226,apartment,apartment,485000,for sale,1000,xl,usa hyper equipped,2011.0,as new,gas,3.0,False,False,False,2.0,2.0,2294300,immo style - immo lofts group bruxelles,114,Bruxelles
1113,8462602,apartment,apartment,450000,for sale,8434,xl,hyper equipped,2012.0,good,gas,2.0,False,False,False,0.0,0.0,782997,era la plage,89,Westende
1114,8761872,apartment,apartment,480000,for sale,8300,xl,hyper equipped,1992.0,as new,gas,2.0,False,False,True,0.0,0.0,285802,cambier - de nil,75,Knokke-Heist
1115,8927729,apartment,apartment,450000,for sale,1180,xl,hyper equipped,1960.0,as new,gas,2.0,False,True,False,0.0,0.0,2969481,op - office des propriétaires,110,Uccle
1116,8960846,apartment,apartment,475000,for sale,1180,xl,hyper equipped,1970.0,as new,fueloil,3.0,False,True,False,1.0,1.0,1599568,engel &amp; völkers place brugmann,120,Uccle
1117,9017359,apartment,apartment,440000,for sale,1040,xl,hyper equipped,1964.0,good,gas,3.0,False,True,False,0.0,1.0,1942392,bathim &amp; co,145,Etterbeek
1118,8869598,apartment,apartment,465000,for sale,1332,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,0.0,0.0,2577044,immobilière hendrix – genval,189,Rixensart
1119,8862825,apartment,apartment,468000,for sale,9140,xl,semi equipped,2006.0,good,gas,3.0,False,False,False,2.0,0.0,1387663,quares,160,STEENDORP
1120,8619569,apartment,penthouse,526000,for sale,1000,xl,installed,2021.0,as new,gas,3.0,False,False,False,2.0,0.0,2122281,pajota brussel,144,Bruxelles%20ville
1121,8943989,apartment,apartment,516050,for sale,1348,xl,usa hyper equipped,2019.0,as new,gas,2.0,False,True,False,1.0,1.0,2575488,we invest real estate,137,Ottignies-Louvain-la-Neuve
1122,8943990,apartment,apartment,511932,for sale,1348,xl,usa hyper equipped,2019.0,as new,gas,2.0,False,True,False,1.0,1.0,2575488,we invest real estate,127,Ottignies-Louvain-la-Neuve
1123,8925653,apartment,apartment,530000,for sale,1050,xl,usa hyper equipped,2011.0,as new,gas,3.0,False,False,False,0.0,1.0,2161,rainbow properties,153,Ixelles
1124,9019386,apartment,loft,545000,for sale,1000,xl,usa hyper equipped,2003.0,as new,gas,2.0,False,True,True,0.0,0.0,214909,noa  real estate,147,Brussels
1125,8880189,apartment,apartment,525000,for sale,8300,xl,usa hyper equipped,1860.0,as new,gas,1.0,False,False,True,0.0,1.0,2176092,christophe colpaert exclusive properties,70,Knokke-Heist
1126,9011773,apartment,apartment,514000,for sale,1160,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,0.0,0.0,2575488,we invest real estate,114,Auderghem
1127,8836124,apartment,apartment,485000,for sale,8300,xl,installed,2010.0,as new,gas,2.0,False,False,False,1.0,0.0,1759503,liv&#039;immo,103,Knokke
1128,9011772,apartment,apartment,655000,for sale,1160,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,1.0,1.0,2575488,we invest real estate,140,Auderghem
1130,8943988,apartment,apartment,583956,for sale,1348,xl,usa hyper equipped,2019.0,as new,gas,3.0,False,True,False,1.0,1.0,2575488,we invest real estate,153,Ottignies-Louvain-la-Neuve
1131,9012929,apartment,apartment,599000,for sale,1180,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,1.0,1.0,2575488,we invest real estate,166,Uccle
1132,9022377,apartment,apartment,560000,for sale,1080,xl,hyper equipped,1925.0,as new,gas,3.0,True,True,False,0.0,0.0,214909,noa  real estate,180,Molenbeek-Saint-Jean
1133,8669223,apartment,penthouse,580000,for sale,4020,xl,installed,2008.0,as new,gas,3.0,False,True,False,2.0,1.0,3292073,trevi liege,153,Li%C3%A8ge
1134,9012927,apartment,apartment,647000,for sale,1160,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,1.0,1.0,2575488,we invest real estate,143,Auderghem
1135,8969013,apartment,loft,545000,for sale,1081,xl,usa hyper equipped,2003.0,as new,gas,2.0,False,True,True,0.0,0.0,214909,noa  real estate,147,Koekelberg
1136,8323518,apartment,apartment,660000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,3.0,False,False,False,0.0,0.0,3418004,patrimonia real estate,143,Bruxelles
1138,8952493,apartment,apartment,675000,for sale,1180,xl,hyper equipped,1990.0,as new,gas,3.0,False,True,False,1.0,0.0,1599568,engel &amp; völkers place brugmann,190,Uccle
1139,8914929,apartment,apartment,745000,for sale,8300,xl,hyper equipped,1963.0,to renovate,gas,3.0,False,False,False,0.0,0.0,285802,cambier - de nil,107,Knokke-Heist
1140,8950461,apartment,apartment,690000,for sale,1050,xl,hyper equipped,1958.0,good,gas,2.0,False,True,False,1.0,1.0,124568,louise properties,172,Ixelles
1141,9024992,apartment,apartment,699000,for sale,8300,xl,usa hyper equipped,1982.0,as new,gas,2.0,False,True,False,0.0,0.0,2176092,christophe colpaert exclusive properties,85,Knokke-Heist
1142,9022133,apartment,apartment,795000,for sale,1180,xl,hyper equipped,1960.0,good,gas,3.0,False,True,False,1.0,1.0,3467306,haussmann by oralis,243,Uccle
1143,8824466,apartment,apartment,790000,for sale,1180,xl,usa hyper equipped,1958.0,just renovated,gas,3.0,False,True,False,1.0,0.0,2938005,james realty,180,Uccle
1144,8703882,apartment,apartment,760000,for sale,8300,xl,hyper equipped,1994.0,good,gas,2.0,False,True,False,0.0,0.0,285802,cambier - de nil,80,Knokke-Heist
1145,8945589,apartment,apartment,850000,for sale,8300,xl,hyper equipped,1991.0,as new,gas,2.0,False,True,False,1.0,0.0,285802,cambier - de nil,150,Knokke-Heist
1146,9006805,apartment,apartment,965000,for sale,8301,xl,hyper equipped,2010.0,as new,gas,3.0,False,True,False,1.0,0.0,204193,immo cauwe,128,Duinbergen
1147,8787268,apartment,penthouse,975000,for sale,1040,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,False,False,2.0,0.0,2595964,lecobel vaneau vente neuf,196,Etterbeek
1148,8915201,apartment,penthouse,875000,for sale,1000,xl,usa installed,2013.0,as new,gas,3.0,False,True,False,2.0,2.0,2294300,immo style - immo lofts group bruxelles,195,Bruxelles
1149,8770436,apartment,apartment,875000,for sale,1150,xl,hyper equipped,1957.0,as new,gas,2.0,False,True,False,2.0,0.0,2959413,residency,180,Woluwe-Saint-Pierre
1151,8822107,apartment,duplex,1065000,for sale,8300,xl,usa hyper equipped,2007.0,as new,gas,2.0,False,True,False,0.0,0.0,2176092,christophe colpaert exclusive properties,148,Knokke-Heist
1152,8935764,apartment,apartment,990000,for sale,8300,xl,hyper equipped,1992.0,as new,gas,2.0,False,True,False,0.0,0.0,285802,cambier - de nil,98,Knokke-Heist
1153,8997633,apartment,penthouse,1435000,for sale,1150,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,0.0,2.0,1364801,victoire (immobilier neuf),202,Woluwe-Saint-Pierre
1154,8912466,apartment,apartment,1195000,for sale,8300,xl,hyper equipped,1990.0,as new,gas,3.0,False,True,False,0.0,0.0,285802,cambier - de nil,98,KNOKKE-ZOUTE
1155,9000077,apartment,penthouse,1335000,for sale,1150,xl,usa hyper equipped,2021.0,as new,gas,3.0,False,True,False,0.0,2.0,1364801,victoire (immobilier neuf),212,Woluwe-Saint-Pierre
1156,8395369,apartment,loft,1395000,for sale,1190,xl,hyper equipped,1930.0,as new,gas,3.0,False,True,False,0.0,1.0,1599568,engel &amp; völkers place brugmann,315,Forest
1157,8001456,apartment,apartment,1395000,for sale,8300,xl,hyper equipped,1971.0,good,gas,3.0,False,True,False,1.0,0.0,285802,cambier - de nil,115,Knokke-Heist
1158,8994111,apartment,duplex,1270000,for sale,8301,xl,hyper equipped,1999.0,as new,gas,3.0,False,True,False,2.0,0.0,204193,immo cauwe,128,Duinbergen
1159,8091244,apartment,duplex,1400000,for sale,1000,xl,usa hyper equipped,1910.0,as new,gas,3.0,False,False,False,0.0,0.0,2161,rainbow properties,400,Bruxelles
1160,9017333,apartment,apartment,1295000,for sale,8300,xl,hyper equipped,1983.0,just renovated,gas,3.0,False,False,False,1.0,0.0,3068415,immo fevery,93,Knokke-Heist
1161,8925549,apartment,apartment,1570000,for sale,8300,xl,hyper equipped,1974.0,just renovated,gas,2.0,False,True,False,0.0,0.0,204193,immo cauwe,108,Knokke-Zoute
1162,8566703,apartment,apartment,1490000,for sale,8300,xl,usa hyper equipped,2004.0,as new,gas,3.0,False,True,False,0.0,0.0,3122446,dirk willemyns,154,Knokke-Heist
1163,8848361,apartment,penthouse,1950000,for sale,1000,xl,usa hyper equipped,2019.0,as new,gas,3.0,False,True,False,1.0,1.0,1364801,victoire (immobilier neuf),226,Bruxelles
1164,8736311,apartment,apartment,1495000,for sale,8300,xl,hyper equipped,1977.0,as new,gas,2.0,False,True,False,1.0,0.0,285802,cambier - de nil,135,KNOKKE
1165,8599960,apartment,apartment,1500000,for sale,1180,xl,installed,2014.0,as new,gas,3.0,False,True,False,2.0,2.0,1955187,brussels sotheby’s international realty,220,Uccle
1166,8851584,apartment,apartment,1550000,for sale,1180,xl,hyper equipped,2005.0,just renovated,gas,5.0,False,True,False,0.0,2.0,713521,mètrecarré,270,Uccle
1167,8992594,apartment,apartment,1790000,for sale,1050,xl,hyper equipped,1940.0,good,fueloil,4.0,False,True,False,2.0,2.0,124568,louise properties,300,Ixelles
1168,8180011,apartment,penthouse,1850000,for sale,8300,xl,hyper equipped,1982.0,as new,electric,3.0,False,True,False,1.0,0.0,285802,cambier - de nil,200,Knokke-Heist
1169,9008672,apartment,apartment,2050000,for sale,8300,xl,usa hyper equipped,2013.0,as new,gas,3.0,False,False,False,0.0,0.0,2176092,christophe colpaert exclusive properties,117,Knokke-Heist
1170,8719139,apartment,apartment,2095000,for sale,8300,xl,hyper equipped,1960.0,as new,gas,4.0,False,True,False,1.0,0.0,285802,cambier - de nil,180,Knokke-Heist
1171,8919060,apartment,apartment,2495000,for sale,8300,xl,hyper equipped,1962.0,as new,gas,3.0,False,True,False,0.0,2.0,285802,cambier - de nil,278,Knokke-Heist
1172,9013801,apartment,apartment,2490000,for sale,1000,xl,hyper equipped,1937.0,just renovated,gas,6.0,False,True,False,2.0,2.0,1607451,emile garcin belgique sprl,440,Bruxelles%20ville
1173,9018858,apartment,apartment,2695000,for sale,8300,xl,hyper equipped,1988.0,as new,gas,3.0,False,True,False,1.0,1.0,285802,cambier - de nil,150,Knokke-Heist
1174,7659883,apartment,penthouse,3200000,for sale,8300,xl,hyper equipped,2005.0,as new,gas,4.0,False,True,False,3.0,0.0,285802,cambier - de nil,200,Knokke
1175,9036161,apartment,flat studio,175000,for sale,1050,xl,installed,1970.0,good,gas,1.0,False,False,False,0.0,0.0,2506159,cd properties,34,Bruxelles
1176,8303005,apartment,triplex,2200000,for sale,8300,xl,hyper equipped,1960.0,as new,gas,4.0,True,False,False,1.0,4.0,285802,cambier - de nil,214,Knokke-Heist
1177,9030596,apartment,apartment,220000,for sale,4030,xl,installed,2019.0,as new,gas,3.0,False,True,False,0.0,0.0,558223,cd consult,112,Li%C3%A8ge%20Grivegn%C3%A9e
1185,9022485,apartment,apartment,170000,for sale,7000,xl,hyper equipped,2020.0,as new,gas,3.0,False,True,False,0.0,70.0,1400721,concept confort sprl,111,Mons
1186,9022468,apartment,apartment,160000,for sale,7000,xl,hyper equipped,2020.0,as new,gas,2.0,False,False,False,0.0,70.0,1400721,concept confort sprl,87,Mons
1187,8793632,apartment,apartment,209500,for sale,6700,xl,installed,2020.0,as new,gas,2.0,False,True,False,0.0,0.0,3016162,honesty arlon - 5 agences lux. et namur,79,Arlon
1188,8793633,apartment,apartment,238500,for sale,6700,xl,installed,2020.0,as new,gas,3.0,False,False,False,0.0,0.0,3016162,honesty arlon - 5 agences lux. et namur,99,Arlon
1190,9000090,apartment,apartment,252500,for sale,4000,xl,installed,2020.0,as new,gas,2.0,False,False,False,0.0,0.0,558223,cd consult,93,Liege
1193,8931960,apartment,apartment,275000,for sale,4130,xl,hyper equipped,2018.0,as new,gas,2.0,False,False,False,1.0,1.0,558223,cd consult,91,Esneux%20Tilff
1199,8994236,apartment,apartment,445000,for sale,1200,xl,usa hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,1.0,1364801,victoire (immobilier neuf),100,Woluwe-St-Lambert
1201,8844544,apartment,duplex,464500,for sale,1200,xl,usa hyper equipped,2018.0,as new,gas,2.0,False,True,False,0.0,9.0,1364801,victoire (immobilier neuf),137,Woluwe-Saint-Lambert
1202,9037709,apartment,apartment,255000,for sale,8210,xl,semi equipped,2015.0,good,gas,2.0,False,False,False,0.0,0.0,3434443,correct vastgoed zedelgem,85,Zedelgem
1204,8987719,apartment,apartment,478000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,3.0,False,True,False,0.0,20.0,2352,latour et petit vente,113,Auderghem
1214,8857510,apartment,triplex,990000,for sale,1150,xl,hyper equipped,1967.0,good,fueloil,6.0,True,True,False,1.0,3.0,1584,sorimo  - bruxelles,485,Woluwe-Saint-Pierre
1223,9043404,apartment,apartment,495000,for sale,8434,xl,hyper equipped,2014.0,good,gas,3.0,False,False,False,0.0,0.0,782997,era la plage,88,Westende
1224,9026312,apartment,apartment,370000,for sale,1140,xl,usa hyper equipped,2012.0,as new,gas,2.0,False,False,False,0.0,0.0,1817271,skyline renting services,95,Evere
1234,9030416,apartment,apartment,1265000,for sale,8300,xl,hyper equipped,2014.0,as new,gas,3.0,False,True,False,0.0,1.0,2047719,knokke real estate,158,Knokke
1235,8980157,apartment,apartment,85000,for sale,4000,xl,installed,1940.0,to be done up,gas,1.0,False,True,False,0.0,0.0,2894576,pierre delmotte,90,Li%C3%A8ge
1236,8991260,apartment,apartment,40000,for sale,4020,xl,installed,2013.0,as new,gas,2.0,False,True,False,1.0,0.0,3292073,trevi liege,100,Li%C3%A8ge
1238,8969108,apartment,apartment,149500,for sale,8430,xl,installed,1976.0,good,fueloil,2.0,False,False,False,0.0,0.0,1953650,dewaele | vastgoed met advies middelkerke,60,Middelkerke
1240,8572402,apartment,apartment,149000,for sale,8400,xl,installed,2011.0,as new,gas,2.0,False,False,False,0.0,0.0,1927274,bvba jolie invest,50,Ostende
1241,8891718,apartment,apartment,160000,for sale,8660,xl,installed,1996.0,good,electric,1.0,False,False,False,0.0,0.0,355436,immo cattaert,63,La%20Panne
1243,8703919,apartment,flat studio,165000,for sale,1030,xl,installed,2012.0,as new,gas,0.0,False,False,False,0.0,0.0,2969481,op - office des propriétaires,50,Schaerbeek
1244,9004296,apartment,flat studio,150000,for sale,8370,xl,installed,1980.0,good,gas,0.0,False,True,False,0.0,0.0,2759428,immo marina,32,Blankenberge
1247,9009424,apartment,apartment,170000,for sale,4500,xl,installed,1980.0,just renovated,gas,2.0,False,True,False,0.0,0.0,2778803,immobilière bertrand huy,77,Huy
1249,9018769,apartment,flat studio,175000,for sale,1000,xl,installed,1989.0,good,electric,1.0,False,False,False,0.0,0.0,2916018,sky realty,40,Bruxelles
1250,8560034,apartment,apartment,179000,for sale,8670,xl,installed,1969.0,good,fueloil,2.0,False,False,False,0.0,0.0,84140,agence notredame,70,Koksijde
1252,8990503,apartment,apartment,175000,for sale,2800,xl,installed,1973.0,to be done up,gas,2.0,False,True,False,0.0,0.0,3189950,imo vastgoed mechelen,70,Malines
1253,8261852,apartment,apartment,179000,for sale,8670,xl,installed,1990.0,good,gas,2.0,False,True,False,0.0,0.0,84140,agence notredame,70,Koksijde
1255,8737774,apartment,apartment,190000,for sale,8370,xl,installed,2006.0,good,gas,1.0,False,True,False,1.0,0.0,2759428,immo marina,58,Blankenberge
1256,9005923,apartment,apartment,195000,for sale,8370,xl,installed,1977.0,good,gas,2.0,False,True,False,0.0,0.0,2759428,immo marina,100,Blankenberge
1260,8672484,apartment,apartment,225000,for sale,8420,xl,installed,2000.0,as new,electric,2.0,False,False,False,0.0,1.0,501124,dewaele vastgoed &amp; advies oostende,70,De%20Haan
1261,8956097,apartment,apartment,200000,for sale,8200,xl,installed,1980.0,just renovated,gas,2.0,False,False,False,0.0,0.0,1796035,invasco,85,SINT-ANDRIES
1262,9025241,apartment,apartment,225000,for sale,8370,xl,installed,1995.0,good,gas,2.0,False,True,False,0.0,0.0,2759428,immo marina,79,Blankenberge
1263,8675576,apartment,apartment,225000,for sale,8400,xl,installed,1987.0,good,gas,1.0,False,False,False,0.0,0.0,501124,dewaele vastgoed &amp; advies oostende,70,Ostende
1265,8153955,apartment,apartment,235000,for sale,8400,xl,installed,1958.0,good,gas,2.0,False,True,False,0.0,0.0,2252397,agence dermul,80,Ostende
1268,7634308,apartment,apartment,239000,for sale,8670,xl,installed,1961.0,good,gas,2.0,False,False,False,0.0,0.0,84140,agence notredame,70,Koksijde
1270,8932450,apartment,apartment,249000,for sale,1500,xl,installed,2003.0,good,gas,2.0,False,False,False,0.0,0.0,2041,multimmo bvba,133,Halle
1271,8908031,apartment,apartment,248000,for sale,8000,xl,installed,2009.0,as new,gas,2.0,False,False,False,0.0,0.0,1526,dewaele | vastgoed met advies brugge,107,Bruges
1272,8966882,apartment,apartment,249000,for sale,8400,xl,installed,1960.0,good,gas,2.0,False,False,False,0.0,1.0,501124,dewaele vastgoed &amp; advies oostende,85,Ostende
1273,8640758,apartment,apartment,242000,for sale,8660,xl,installed,1977.0,good,electric,2.0,False,True,False,0.0,0.0,355436,immo cattaert,74,La%20Panne
1274,8988680,apartment,apartment,250000,for sale,6700,xl,installed,1977.0,to be done up,fueloil,3.0,False,True,False,1.0,0.0,695471,double v immobilière,130,Arlon
1275,8802059,apartment,duplex,250000,for sale,1070,xl,installed,2007.0,good,electric,3.0,False,True,False,0.0,1.0,2969481,op - office des propriétaires,135,Anderlecht
1276,9004091,apartment,apartment,250000,for sale,8400,xl,installed,1981.0,good,electric,2.0,False,False,False,0.0,0.0,1796035,invasco,92,Ostende
1277,9021095,apartment,apartment,275000,for sale,8400,xl,installed,1990.0,as new,gas,2.0,False,False,False,0.0,0.0,501124,dewaele vastgoed &amp; advies oostende,110,Ostende
1278,8812503,apartment,apartment,250000,for sale,8660,xl,installed,1996.0,good,electric,1.0,False,False,False,0.0,0.0,355436,immo cattaert,57,La%20Panne
1279,8987652,apartment,apartment,265000,for sale,8400,xl,installed,1969.0,as new,electric,2.0,False,False,False,0.0,0.0,501124,dewaele vastgoed &amp; advies oostende,95,Ostende
1280,8973527,apartment,apartment,270000,for sale,1800,xl,installed,1930.0,good,gas,2.0,False,True,False,0.0,0.0,940498,century 21 berthouts,94,Vilvorde
1283,9008712,apartment,apartment,295000,for sale,3270,xl,installed,2014.0,good,gas,2.0,False,True,False,0.0,0.0,1000159,immo liv&#039;it,110,Montaigu
1285,8666051,apartment,apartment,299000,for sale,8370,xl,installed,2008.0,good,gas,2.0,False,False,False,0.0,0.0,2759428,immo marina,88,Blankenberge
1289,8795583,apartment,apartment,335000,for sale,1180,xl,semi equipped,1954.0,good,gas,2.0,False,False,False,0.0,0.0,1213949,fullhouse,115,Uccle
1290,8981595,apartment,apartment,325000,for sale,1200,xl,hyper equipped,1965.0,good,fueloil,3.0,False,True,False,1.0,0.0,2167367,everest properties,90,WOLUWE-SAINT-LAMBERT
1291,8809721,apartment,apartment,350000,for sale,2870,xl,installed,1998.0,good,gas,3.0,False,False,False,0.0,1.0,3493261,dewaele | vastgoed met advies puurs,145,Puurs
1292,9014116,apartment,apartment,345000,for sale,9890,xl,semi equipped,2006.0,good,fueloil,3.0,False,False,False,2.0,0.0,2289068,immo beguin,255,DIKKELVENNE
1293,8856394,apartment,apartment,350000,for sale,8400,xl,installed,1968.0,as new,electric,2.0,False,False,False,0.0,1.0,501124,dewaele vastgoed &amp; advies oostende,103,Ostende
1294,7467551,apartment,apartment,364000,for sale,8660,xl,installed,1981.0,good,gas,3.0,False,False,False,0.0,1.0,355436,immo cattaert,101,La%20Panne
1295,8995038,apartment,apartment,390000,for sale,1150,xl,installed,1966.0,to be done up,gas,3.0,False,True,False,1.0,0.0,145409,expertissimmo,130,Woluwe-Saint-Pierre
1298,8776588,apartment,apartment,385000,for sale,8370,xl,installed,1980.0,good,gas,2.0,False,True,False,0.0,0.0,2759428,immo marina,77,Blankenberge
1300,8980372,apartment,apartment,445000,for sale,1200,xl,hyper equipped,1960.0,as new,gas,2.0,False,False,False,2.0,1.0,1712402,mak sprl,145,Woluwe-Saint-Lambert
1302,8875309,apartment,penthouse,449000,for sale,1500,xl,installed,1995.0,good,electric,3.0,False,True,False,1.0,0.0,308581,century 21 pro domo,175,Halle
1303,8548807,apartment,duplex,455000,for sale,1000,xl,hyper equipped,1889.0,as new,gas,5.0,False,True,False,0.0,0.0,2478203,gré à gré immobilier,155,Bruxelles
1305,9025650,apartment,apartment,460000,for sale,2600,xl,installed,1991.0,good,gas,3.0,False,False,False,1.0,0.0,946322,immo kolum bvba,185,Anvers
1307,8787472,apartment,apartment,485000,for sale,1040,xl,usa hyper equipped,2011.0,as new,gas,3.0,False,False,False,2.0,2.0,2294300,immo style - immo lofts group bruxelles,114,Etterbeek
1310,8605769,apartment,duplex,495000,for sale,8300,xl,hyper equipped,2000.0,as new,gas,3.0,False,True,False,1.0,1.0,1855110,immo brown,122,Knokke-Heist%20Knokke
1314,8052979,apartment,apartment,595000,for sale,8300,xl,installed,1968.0,good,fueloil,2.0,False,False,False,0.0,0.0,290207,alex dewulf - albertstrand,83,Knokke
1315,8602855,apartment,apartment,578000,for sale,8300,xl,installed,1978.0,good,gas,1.0,False,True,False,0.0,0.0,1281897,immo deva,64,Knokke
1316,8937779,apartment,apartment,595000,for sale,8300,xl,installed,1986.0,just renovated,electric,2.0,False,False,False,2.0,2.0,1759503,liv&#039;immo,88,Knokke
1317,8551034,apartment,penthouse,625000,for sale,8370,xl,installed,2008.0,as new,electric,2.0,False,True,False,0.0,0.0,2759428,immo marina,131,Blankenberge
1321,8647367,apartment,apartment,595000,for sale,8301,xl,semi equipped,1968.0,as new,fueloil,1.0,False,True,False,0.0,0.0,204193,immo cauwe,55,Duinbergen
1322,8954547,apartment,apartment,649000,for sale,4000,xl,installed,1950.0,as new,gas,5.0,False,True,False,0.0,0.0,999811,engel &amp; völkers liège,235,Li%C3%A8ge
1323,8628973,apartment,apartment,650000,for sale,1050,xl,installed,1930.0,good,fueloil,3.0,True,True,False,1.0,0.0,140321,best partner immobilière - bruxelles,210,BRUXELLES
1324,8713493,apartment,loft,690000,for sale,1190,xl,installed,1950.0,as new,gas,3.0,False,True,False,1.0,0.0,140321,best partner immobilière - bruxelles,222,Forest
1327,8985417,apartment,penthouse,785000,for sale,8300,xl,usa hyper equipped,1970.0,just renovated,fueloil,2.0,False,True,False,0.0,0.0,290207,alex dewulf - albertstrand,85,Knokke-Heist
1331,8379067,apartment,loft,1190000,for sale,2000,xl,installed,1991.0,as new,gas,4.0,False,True,False,3.0,0.0,282765,quares,340,Anvers
