,id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,room_number,atticExists,basementExists,hasSwimmingPool,parking intérieur,parking extérieur,short_id,company_name,mètres carrés,commune
10024,8828606,house,house,149500,for sale,7300,xl,usa semi equipped,1950.0,good,gas,3.0,False,True,False,0.0,0.0,3455705,ax-immobilier,160,Boussu
10025,8990483,house,house,159000,for sale,4053,xl,installed,1918.0,good,gas,1.0,False,False,False,0.0,1.0,682408,label immo sprl,70,Chaudfontaine%20Embourg
10026,9012849,house,house,164999,for sale,6887,xl,semi equipped,1954.0,good,fueloil,4.0,True,True,False,1.0,1.0,3346893,honesty libramont - 5 agences lux. et namur,147,Herbeumont%20Saint-M%C3%A9dard
10027,9000282,house,house,149900,for sale,6031,xl,semi equipped,1966.0,to renovate,gas,4.0,True,True,False,2.0,0.0,1251824,pacimmo,160,Charleroi%20Monceau%20sur-Sambre
10028,8985511,house,house,149000,for sale,9600,xl,installed,1930.0,good,gas,2.0,True,False,False,0.0,0.0,3154230,dmg vastgoed,130,Renaix
10029,8990481,house,house,159000,for sale,4053,xl,installed,1918.0,good,gas,2.0,False,False,False,0.0,1.0,682408,label immo sprl,70,Chaudfontaine%20Embourg
10030,8848600,house,house,145000,for sale,9600,xl,usa hyper equipped,1930.0,just renovated,gas,3.0,True,True,False,0.0,0.0,3154230,dmg vastgoed,150,Renaix
10031,9011709,house,house,155000,for sale,4520,xl,installed,1919.0,good,pellet,2.0,False,True,False,2.0,0.0,2144544,label immo sprl,90,Wanze
10032,8853638,house,house,169900,for sale,6181,xl,semi equipped,1900.0,to be done up,pellet,4.0,True,True,False,2.0,0.0,1251824,pacimmo,218,Gouy-lez-Pi%C3%A9ton
10033,8602050,house,house,169900,for sale,7170,xl,usa installed,1876.0,good,gas,2.0,True,True,False,0.0,2.0,1251824,pacimmo,120,Manage
10034,8761939,house,house,172500,for sale,4052,xl,installed,1938.0,to renovate,fueloil,4.0,True,False,False,1.0,0.0,652522,groupe cadimmo trooz-liège-sprimont,100,Chaudfontaine%20Beaufays
10035,8747769,house,house,165000,for sale,5580,xl,installed,1915.0,good,fueloil,4.0,False,False,False,1.0,0.0,3016158,honesty rochefort - 5 agences lux. et namur,165,Rochefort%20Jemelle
10037,8888809,house,house,169900,for sale,6230,xl,installed,1920.0,good,fueloil,3.0,True,True,False,1.0,0.0,1251824,pacimmo,125,Pont-%C3%A0-Celles
10039,8964136,house,house,179000,for sale,6840,xl,installed,1950.0,to be done up,fueloil,4.0,False,True,False,1.0,4.0,3346893,honesty libramont - 5 agences lux. et namur,248,Neufchateau
10040,9002896,house,house,185000,for sale,4500,xl,usa installed,2009.0,good,gas,2.0,True,False,False,1.0,0.0,682408,label immo sprl,85,Huy
10043,8877581,house,house,180000,for sale,7080,xl,installed,1946.0,as new,gas,3.0,True,True,False,0.0,2.0,3455705,ax-immobilier,160,Frameries
10044,8661918,house,house,180000,for sale,4800,xl,installed,1900.0,good,gas,5.0,False,True,False,0.0,0.0,652522,groupe cadimmo trooz-liège-sprimont,200,Verviers%20Ensival
10045,9016839,house,house,190000,for sale,1480,xl,usa hyper equipped,1900.0,to be done up,fueloil,3.0,True,True,False,0.0,0.0,2347011,wellianss,140,Tubize
10046,8907453,house,house,190000,for sale,6230,xl,installed,1899.0,good,electric,2.0,True,True,False,0.0,0.0,1251824,pacimmo,129,Pont-a-Celles
10047,8985513,house,house,185000,for sale,9600,xl,hyper equipped,1900.0,just renovated,gas,2.0,True,True,False,0.0,3.0,3154230,dmg vastgoed,100,Renaix
10048,8881958,house,house,189000,for sale,4100,xl,usa semi equipped,1920.0,just renovated,gas,2.0,True,False,False,0.0,0.0,2144544,label immo sprl,120,Seraing
10049,8892358,house,house,189750,for sale,9600,xl,hyper equipped,1930.0,good,gas,4.0,True,False,False,0.0,0.0,3154230,dmg vastgoed,138,Renaix
10050,9010469,house,house,192500,for sale,4821,xl,usa hyper equipped,1949.0,as new,gas,3.0,False,True,False,0.0,0.0,2144544,label immo sprl,120,Dison%20Andrimont
10051,8769001,house,house,190000,for sale,7390,xl,installed,2004.0,good,gas,4.0,True,True,False,0.0,0.0,494045,fridenbergs real estate dour,151,Quaregnon
10052,8901692,house,house,195000,for sale,4180,xl,semi equipped,1925.0,good,fueloil,3.0,True,True,False,0.0,0.0,652522,groupe cadimmo trooz-liège-sprimont,242,Hamoir
10053,8995986,house,mixed use building,199500,for sale,9600,xl,hyper equipped,1899.0,to renovate,gas,4.0,False,True,False,0.0,0.0,3154230,dmg vastgoed,308,Renaix
10055,8958741,house,house,205000,for sale,5377,xl,semi equipped,1967.0,good,fueloil,3.0,False,True,False,2.0,3.0,2626783,trevi closon marche,90,Somme-Leuze
10056,8987960,house,house,199000,for sale,4530,xl,hyper equipped,1899.0,good,fueloil,2.0,True,True,False,1.0,3.0,682408,label immo sprl,150,Villers-le-Bouillet
10057,8842249,house,mixed use building,199000,for sale,6980,xl,semi equipped,1900.0,good,fueloil,4.0,True,True,False,0.0,0.0,3016146,honesty marche - 5 agences lux. et namur,400,La%20Roche-en-Ardenne
10059,9009325,house,house,175000,for sale,5580,xl,installed,1900.0,to be done up,fueloil,5.0,True,True,False,1.0,0.0,3229413,home and advice estate,326,Wavreille
10060,8780463,house,apartment block,209000,for sale,6840,xl,semi equipped,1930.0,good,fueloil,5.0,False,False,False,1.0,0.0,3346893,honesty libramont - 5 agences lux. et namur,585,Neufch%C3%A2teau
10062,8880237,house,house,209000,for sale,4420,xl,semi equipped,1976.0,to renovate,electric,3.0,False,False,False,1.0,2.0,2144544,label immo sprl,175,Saint-Nicolas
10065,9014841,house,mansion,219000,for sale,9600,xl,installed,1920.0,good,gas,7.0,False,False,False,1.0,0.0,3154230,dmg vastgoed,358,Renaix
10067,8962260,house,house,219000,for sale,1350,xl,semi equipped,1952.0,to renovate,fueloil,4.0,True,True,False,1.0,4.0,2575488,we invest real estate,122,Orp-le-Grand
10069,8885231,house,house,225000,for sale,4500,xl,installed,2009.0,good,gas,3.0,False,False,False,1.0,2.0,682408,label immo sprl,120,Huy
10071,8733450,house,house,227500,for sale,4000,xl,installed,1993.0,as new,gas,3.0,False,True,False,2.0,0.0,3292073,trevi liege,124,Li%C3%A8ge
10074,8960960,house,house,229500,for sale,4540,xl,installed,1958.0,good,gas,3.0,False,True,False,2.0,0.0,2222,trevi rasquain,120,Amay
10077,9012926,house,house,235000,for sale,4300,xl,semi equipped,1950.0,good,fueloil,2.0,True,False,False,0.0,0.0,2575488,we invest real estate,103,Waremme
10079,8824639,house,house,240000,for sale,4040,xl,usa installed,1964.0,just renovated,gas,2.0,False,True,False,1.0,1.0,652522,groupe cadimmo trooz-liège-sprimont,100,Herstal
10080,8988051,house,house,239900,for sale,9600,xl,installed,1948.0,as new,gas,4.0,True,False,False,0.0,0.0,3154230,dmg vastgoed,175,Renaix
10081,8958296,house,house,239000,for sale,4540,xl,installed,1859.0,good,fueloil,3.0,True,True,False,1.0,0.0,2575488,we invest real estate,215,Amay
10084,8956710,house,house,245000,for sale,4480,xl,hyper equipped,1924.0,to be done up,fueloil,5.0,True,True,False,1.0,1.0,652522,groupe cadimmo trooz-liège-sprimont,142,Engis
10085,8826779,house,house,245000,for sale,7340,xl,hyper equipped,1975.0,as new,gas,3.0,True,False,False,2.0,6.0,3455705,ax-immobilier,165,Colfontaine%20P%C3%A2turages
10087,8906166,house,mixed use building,245000,for sale,9600,xl,hyper equipped,1935.0,as new,gas,3.0,True,True,False,0.0,0.0,3154230,dmg vastgoed,200,Renaix
10089,9014606,house,house,229000,for sale,4040,xl,installed,1960.0,good,fueloil,3.0,False,False,False,1.0,0.0,2144544,label immo sprl,190,Herstal
10090,8979771,house,mixed use building,249000,for sale,9600,xl,not installed,1880.0,to be done up,gas,4.0,False,True,False,1.0,0.0,3154230,dmg vastgoed,201,Renaix
10093,8775843,house,apartment block,250000,for sale,4020,xl,not installed,1910.0,to renovate,gas,5.0,False,False,False,8.0,0.0,652522,groupe cadimmo trooz-liège-sprimont,303,Li%C3%A8ge
10094,8985512,house,house,249500,for sale,9600,xl,not installed,1949.0,just renovated,fueloil,7.0,True,True,False,1.0,1.0,3154230,dmg vastgoed,220,Renaix
10096,8903608,house,apartment block,249900,for sale,6230,xl,semi equipped,1899.0,to be done up,gas,5.0,True,True,False,1.0,0.0,1251824,pacimmo,290,Pont-%C3%A0-Celles
10097,8903609,house,house,249900,for sale,6230,xl,semi equipped,1899.0,to be done up,gas,5.0,True,True,False,1.0,0.0,1251824,pacimmo,290,Pont-%C3%A0-Celles
10100,8909901,house,house,259900,for sale,9600,xl,hyper equipped,1930.0,just renovated,gas,4.0,False,True,False,0.0,0.0,3154230,dmg vastgoed,173,Renaix
10102,8785498,house,house,265000,for sale,4500,xl,hyper equipped,1963.0,to be done up,fueloil,3.0,False,True,True,0.0,0.0,682408,label immo sprl,118,Huy
10103,8963905,house,house,265000,for sale,4140,xl,semi equipped,1925.0,good,fueloil,3.0,False,True,False,1.0,1.0,652522,groupe cadimmo trooz-liège-sprimont,141,Sprimont
10106,8952589,house,house,269000,for sale,4460,xl,usa semi equipped,1994.0,as new,fueloil,3.0,False,True,True,1.0,0.0,682408,label immo sprl,230,Grace-Hollogne
10108,9014608,house,house,275000,for sale,4040,xl,installed,1960.0,good,fueloil,4.0,False,False,False,1.0,0.0,2144544,label immo sprl,220,Herstal
10110,8977821,house,house,275000,for sale,6970,xl,installed,2010.0,good,fueloil,4.0,False,False,False,0.0,3.0,3199919,easyhome immobilier,177,Tenneville
